NEWID,UCC,AMOUNT,IMPNUM,PUB_FLAG,AMOUNT_
05907892,900180,131,2,1,
05907892,900180,19,3,1,
05907892,900180,3,4,1,
05907892,900180,15,5,1,
05907892,900210,43665,1,1,
05907892,900210,824,2,1,
05907892,900210,341,3,1,
05907892,900210,2426,4,1,
05907892,900210,33246,5,1,
05907892,980000,94868,1,1,
05907892,980000,70797,2,1,
05907892,980000,111857,3,1,
05907892,980000,87150,4,1,
05907892,980000,107270,5,1,
05907911,900000,70000,1,1,
05907911,900000,70000,2,1,
05907911,900000,70000,3,1,
05907911,900000,70000,4,1,
05907911,900000,70000,5,1,
05907911,980000,70000,1,1,
05907911,980000,70000,2,1,
05907911,980000,70000,3,1,
05907911,980000,70000,4,1,
05907911,980000,70000,5,1,
05907912,900000,70000,1,1,
05907912,900000,70000,2,1,
05907912,900000,70000,3,1,
05907912,900000,70000,4,1,
05907912,900000,70000,5,1,
05907912,980000,70000,1,1,
05907912,980000,70000,2,1,
05907912,980000,70000,3,1,
05907912,980000,70000,4,1,
05907912,980000,70000,5,1,
05907921,900000,24000,1,1,
05907921,900000,24000,2,1,
05907921,900000,24000,3,1,
05907921,900000,24000,4,1,
05907921,900000,24000,5,1,
05907921,900160,4800,1,1,
05907921,900160,4800,2,1,
05907921,900160,4800,3,1,
05907921,900160,4800,4,1,
05907921,900160,4800,5,1,
05907921,980000,28800,1,1,
05907921,980000,28800,2,1,
05907921,980000,28800,3,1,
05907921,980000,28800,4,1,
05907921,980000,28800,5,1,
05907922,900000,24000,1,1,
05907922,900000,24000,2,1,
05907922,900000,24000,3,1,
05907922,900000,24000,4,1,
05907922,900000,24000,5,1,
05907922,900160,4800,1,1,
05907922,900160,4800,2,1,
05907922,900160,4800,3,1,
05907922,900160,4800,4,1,
05907922,900160,4800,5,1,
05907922,980000,28800,1,1,
05907922,980000,28800,2,1,
05907922,980000,28800,3,1,
05907922,980000,28800,4,1,
05907922,980000,28800,5,1,
05907941,800940,13094,1,1,
05907941,800940,13094,2,1,
05907941,800940,13094,3,1,
05907941,800940,13094,4,1,
05907941,800940,13094,5,1,
05907941,900000,400000,1,1,
05907941,900000,400000,2,1,
05907941,900000,400000,3,1,
05907941,900000,400000,4,1,
05907941,900000,400000,5,1,
05907941,900160,200,1,1,
05907941,900160,200,2,1,
05907941,900160,200,3,1,
05907941,900160,200,4,1,
05907941,900160,200,5,1,
05907941,900180,2000,1,1,
05907941,900180,2000,2,1,
05907941,900180,2000,3,1,
05907941,900180,2000,4,1,
05907941,900180,2000,5,1,
05907941,980000,402200,1,1,
05907941,980000,402200,2,1,
05907941,980000,402200,3,1,
05907941,980000,402200,4,1,
05907941,980000,402200,5,1,
05907942,800940,13094,1,1,
05907942,800940,13094,2,1,
05907942,800940,13094,3,1,
05907942,800940,13094,4,1,
05907942,800940,13094,5,1,
05907942,900000,400000,1,1,
05907942,900000,400000,2,1,
05907942,900000,400000,3,1,
05907942,900000,400000,4,1,
05907942,900000,400000,5,1,
05907942,900160,200,1,1,
05907942,900160,200,2,1,
05907942,900160,200,3,1,
05907942,900160,200,4,1,
05907942,900160,200,5,1,
05907942,900180,2000,1,1,
05907942,900180,2000,2,1,
05907942,900180,2000,3,1,
05907942,900180,2000,4,1,
05907942,900180,2000,5,1,
05907942,980000,402200,1,1,
05907942,980000,402200,2,1,
05907942,980000,402200,3,1,
05907942,980000,402200,4,1,
05907942,980000,402200,5,1,
05907951,900000,114362,1,1,
05907951,900000,109893,2,1,
05907951,900000,115543,3,1,
05907951,900000,111406,4,1,
05907951,900000,112985,5,1,
05907951,980000,114362,1,1,
05907951,980000,109893,2,1,
05907951,980000,115543,3,1,
05907951,980000,111406,4,1,
05907951,980000,112985,5,1,
05907952,900000,118219,1,1,
05907952,900000,118612,2,1,
05907952,900000,115005,3,1,
05907952,900000,112356,4,1,
05907952,900000,116024,5,1,
05907952,980000,118219,1,1,
05907952,980000,118612,2,1,
05907952,980000,115005,3,1,
05907952,980000,112356,4,1,
05907952,980000,116024,5,1,
05907961,900090,938,1,1,
05907961,900090,8945,2,1,
05907961,900090,1102,3,1,
05907961,900090,1928,4,1,
05907961,900090,12490,5,1,
05907961,900150,2496,1,1,
05907961,900150,3828,2,1,
05907961,900150,3888,3,1,
05907961,900150,2184,4,1,
05907961,900150,228,5,1,
05907961,980000,3434,1,1,
05907961,980000,12773,2,1,
05907961,980000,4990,3,1,
05907961,980000,4112,4,1,
05907961,980000,12718,5,1,
05907962,900090,904,1,1,
05907962,900090,10420,2,1,
05907962,900090,959,3,1,
05907962,900090,932,4,1,
05907962,900090,1669,5,1,
05907962,900150,1692,1,1,
05907962,900150,3288,2,1,
05907962,900150,4008,3,1,
05907962,900150,3456,4,1,
05907962,900150,3156,5,1,
05907962,980000,2596,1,1,
05907962,980000,13708,2,1,
05907962,980000,4967,3,1,
05907962,980000,4388,4,1,
05907962,980000,4825,5,1,
05908101,900000,98000,1,1,
05908101,900000,98000,2,1,
05908101,900000,98000,3,1,
05908101,900000,98000,4,1,
05908101,900000,98000,5,1,
05908101,980000,98000,1,1,
05908101,980000,98000,2,1,
05908101,980000,98000,3,1,
05908101,980000,98000,4,1,
05908101,980000,98000,5,1,
05908102,900000,98000,1,1,
05908102,900000,98000,2,1,
05908102,900000,98000,3,1,
05908102,900000,98000,4,1,
05908102,900000,98000,5,1,
05908102,980000,98000,1,1,
05908102,980000,98000,2,1,
05908102,980000,98000,3,1,
05908102,980000,98000,4,1,
05908102,980000,98000,5,1,
05908191,800940,17651,1,1,T
05908191,800940,17651,2,1,T
05908191,800940,17651,3,1,T
05908191,800940,17651,4,1,T
05908191,800940,17651,5,1,T
05908191,900000,48016,1,1,
05908191,900000,43664,2,1,
05908191,900000,48009,3,1,
05908191,900000,41109,4,1,
05908191,900000,48460,5,1,
05908191,900030,57600,1,1,
05908191,900030,57600,2,1,
05908191,900030,57600,3,1,
05908191,900030,57600,4,1,
05908191,900030,57600,5,1,
05908191,900160,36009,1,1,
05908191,900160,59504,2,1,
05908191,900160,161731,3,1,
05908191,900160,40412,4,1,
05908191,900160,9210,5,1,
05908191,900190,38000,1,1,
05908191,900190,38000,2,1,
05908191,900190,38000,3,1,
05908191,900190,38000,4,1,
05908191,900190,38000,5,1,
05908191,980000,179625,1,1,
05908191,980000,198768,2,1,
05908191,980000,305340,3,1,
05908191,980000,177121,4,1,
05908191,980000,153270,5,1,
05908192,800940,17651,1,1,T
05908192,800940,17651,2,1,T
05908192,800940,17651,3,1,T
05908192,800940,17651,4,1,T
05908192,800940,17651,5,1,T
05908192,900000,44609,1,1,
05908192,900000,46846,2,1,
05908192,900000,41381,3,1,
05908192,900000,44284,4,1,
05908192,900000,49522,5,1,
05908192,900030,57600,1,1,
05908192,900030,57600,2,1,
05908192,900030,57600,3,1,
05908192,900030,57600,4,1,
05908192,900030,57600,5,1,
05908192,900160,144793,1,1,
05908192,900160,123336,2,1,
05908192,900160,12304,3,1,
05908192,900160,38065,4,1,
05908192,900160,61178,5,1,
05908192,900190,38000,1,1,
05908192,900190,38000,2,1,
05908192,900190,38000,3,1,
05908192,900190,38000,4,1,
05908192,900190,38000,5,1,
05908192,980000,285002,1,1,
05908192,980000,265782,2,1,
05908192,980000,149285,3,1,
05908192,980000,177949,4,1,
05908192,980000,206300,5,1,
05908211,900000,123998,1,1,
05908211,900000,130191,2,1,
05908211,900000,125235,3,1,
05908211,900000,128195,4,1,
05908211,900000,129596,5,1,
05908211,900170,13440,1,1,
05908211,900170,13440,2,1,
05908211,900170,13440,3,1,
05908211,900170,13440,4,1,
05908211,900170,13440,5,1,
05908211,980000,137438,1,1,
05908211,980000,143631,2,1,
05908211,980000,138675,3,1,
05908211,980000,141635,4,1,
05908211,980000,143036,5,1,
05908212,900000,125626,1,1,
05908212,900000,134327,2,1,
05908212,900000,133348,3,1,
05908212,900000,133728,4,1,
05908212,900000,127882,5,1,
05908212,900170,13440,1,1,
05908212,900170,13440,2,1,
05908212,900170,13440,3,1,
05908212,900170,13440,4,1,
05908212,900170,13440,5,1,
05908212,980000,139066,1,1,
05908212,980000,147767,2,1,
05908212,980000,146788,3,1,
05908212,980000,147168,4,1,
05908212,980000,141322,5,1,
05908241,900000,69000,1,1,
05908241,900000,69000,2,1,
05908241,900000,69000,3,1,
05908241,900000,69000,4,1,
05908241,900000,69000,5,1,
05908241,980000,69000,1,1,
05908241,980000,69000,2,1,
05908241,980000,69000,3,1,
05908241,980000,69000,4,1,
05908241,980000,69000,5,1,
05908242,900000,69000,1,1,
05908242,900000,69000,2,1,
05908242,900000,69000,3,1,
05908242,900000,69000,4,1,
05908242,900000,69000,5,1,
05908242,980000,69000,1,1,
05908242,980000,69000,2,1,
05908242,980000,69000,3,1,
05908242,980000,69000,4,1,
05908242,980000,69000,5,1,
05908271,900030,13200,1,1,
05908271,900030,13200,2,1,
05908271,900030,13200,3,1,
05908271,900030,13200,4,1,
05908271,900030,13200,5,1,
05908271,900150,3000,1,1,
05908271,900150,3000,2,1,
05908271,900150,3000,3,1,
05908271,900150,3000,4,1,
05908271,900150,3000,5,1,
05908271,900210,400,1,1,
05908271,900210,400,2,1,
05908271,900210,400,3,1,
05908271,900210,400,4,1,
05908271,900210,400,5,1,
05908271,980000,16600,1,1,
05908271,980000,16600,2,1,
05908271,980000,16600,3,1,
05908271,980000,16600,4,1,
05908271,980000,16600,5,1,
05908272,900030,13200,1,1,
05908272,900030,13200,2,1,
05908272,900030,13200,3,1,
05908272,900030,13200,4,1,
05908272,900030,13200,5,1,
05908272,900150,3000,1,1,
05908272,900150,3000,2,1,
05908272,900150,3000,3,1,
05908272,900150,3000,4,1,
05908272,900150,3000,5,1,
05908272,900210,400,1,1,
05908272,900210,400,2,1,
05908272,900210,400,3,1,
05908272,900210,400,4,1,
05908272,900210,400,5,1,
05908272,980000,16600,1,1,
05908272,980000,16600,2,1,
05908272,980000,16600,3,1,
05908272,980000,16600,4,1,
05908272,980000,16600,5,1,
05908281,900000,30432,1,1,
05908281,900000,30023,2,1,
05908281,900000,33628,3,1,
05908281,900000,34004,4,1,
05908281,900000,34685,5,1,
05908281,900150,4400,1,1,
05908281,900150,4400,2,1,
05908281,900150,4400,3,1,
05908281,900150,4400,4,1,
05908281,900150,4400,5,1,
05908281,980000,34832,1,1,
05908281,980000,34423,2,1,
05908281,980000,38028,3,1,
05908281,980000,38404,4,1,
05908281,980000,39085,5,1,
05908282,900000,33627,1,1,
05908282,900000,30792,2,1,
05908282,900000,30550,3,1,
05908282,900000,31121,4,1,
05908282,900000,30895,5,1,
05908282,900150,4400,1,1,
05908282,900150,4400,2,1,
05908282,900150,4400,3,1,
05908282,900150,4400,4,1,
05908282,900150,4400,5,1,
05908282,980000,38027,1,1,
05908282,980000,35192,2,1,
05908282,980000,34950,3,1,
05908282,980000,35521,4,1,
05908282,980000,35295,5,1,
05908291,900000,70000,1,1,
05908291,900000,70000,2,1,
05908291,900000,70000,3,1,
05908291,900000,70000,4,1,
05908291,900000,70000,5,1,
05908291,900180,860,1,1,
05908291,900180,2056,2,1,
05908291,900180,1,3,1,
05908291,900180,46,4,1,
05908291,900180,33,5,1,
05908291,980000,70860,1,1,
05908291,980000,72056,2,1,
05908291,980000,70001,3,1,
05908291,980000,70046,4,1,
05908291,980000,70033,5,1,
05908292,900000,70000,1,1,
05908292,900000,70000,2,1,
05908292,900000,70000,3,1,
05908292,900000,70000,4,1,
05908292,900000,70000,5,1,
05908292,900180,1349,1,1,
05908292,900180,163,2,1,
05908292,900180,1224,3,1,
05908292,900180,201,4,1,
05908292,900180,258,5,1,
05908292,980000,71349,1,1,
05908292,980000,70163,2,1,
05908292,980000,71224,3,1,
05908292,980000,70201,4,1,
05908292,980000,70258,5,1,
05908321,900000,79743,1,1,
05908321,900000,86808,2,1,
05908321,900000,77037,3,1,
05908321,900000,76689,4,1,
05908321,900000,87202,5,1,
05908321,900160,51564,1,1,
05908321,900160,57416,2,1,
05908321,900160,67846,3,1,
05908321,900160,67933,4,1,
05908321,900160,52082,5,1,
05908321,980000,131307,1,1,
05908321,980000,144224,2,1,
05908321,980000,144883,3,1,
05908321,980000,144622,4,1,
05908321,980000,139284,5,1,
05908322,900000,73967,1,1,
05908322,900000,85833,2,1,
05908322,900000,85361,3,1,
05908322,900000,77772,4,1,
05908322,900000,74725,5,1,
05908322,900160,59927,1,1,
05908322,900160,61572,2,1,
05908322,900160,67278,3,1,
05908322,900160,51914,4,1,
05908322,900160,51669,5,1,
05908322,980000,133894,1,1,
05908322,980000,147405,2,1,
05908322,980000,152639,3,1,
05908322,980000,129686,4,1,
05908322,980000,126394,5,1,
05908341,800940,17651,1,1,T
05908341,800940,17651,2,1,T
05908341,800940,17651,3,1,T
05908341,800940,17651,4,1,T
05908341,800940,17651,5,1,T
05908341,900000,438497,1,1,T
05908341,900000,438497,2,1,T
05908341,900000,438497,3,1,T
05908341,900000,438497,4,1,T
05908341,900000,438497,5,1,T
05908341,900160,149584,1,1,T
05908341,900160,149584,2,1,T
05908341,900160,149584,3,1,T
05908341,900160,149584,4,1,T
05908341,900160,149584,5,1,T
05908341,980000,588081,1,1,T
05908341,980000,588081,2,1,T
05908341,980000,588081,3,1,T
05908341,980000,588081,4,1,T
05908341,980000,588081,5,1,T
05908342,800940,17651,1,1,T
05908342,800940,17651,2,1,T
05908342,800940,17651,3,1,T
05908342,800940,17651,4,1,T
05908342,800940,17651,5,1,T
05908342,900000,438497,1,1,T
05908342,900000,438497,2,1,T
05908342,900000,438497,3,1,T
05908342,900000,438497,4,1,T
05908342,900000,438497,5,1,T
05908342,900160,149584,1,1,T
05908342,900160,149584,2,1,T
05908342,900160,149584,3,1,T
05908342,900160,149584,4,1,T
05908342,900160,149584,5,1,T
05908342,980000,588081,1,1,T
05908342,980000,588081,2,1,T
05908342,980000,588081,3,1,T
05908342,980000,588081,4,1,T
05908342,980000,588081,5,1,T
05908361,900000,55000,1,1,
05908361,900000,55000,2,1,
05908361,900000,55000,3,1,
05908361,900000,55000,4,1,
05908361,900000,55000,5,1,
05908361,980000,55000,1,1,
05908361,980000,55000,2,1,
05908361,980000,55000,3,1,
05908361,980000,55000,4,1,
05908361,980000,55000,5,1,
05908362,900000,55000,1,1,
05908362,900000,55000,2,1,
05908362,900000,55000,3,1,
05908362,900000,55000,4,1,
05908362,900000,55000,5,1,
05908362,980000,55000,1,1,
05908362,980000,55000,2,1,
05908362,980000,55000,3,1,
05908362,980000,55000,4,1,
05908362,980000,55000,5,1,
05908371,900000,82819,1,1,
05908371,900000,64519,2,1,
05908371,900000,65275,3,1,
05908371,900000,39944,4,1,
05908371,900000,80351,5,1,
05908371,980000,82819,1,1,
05908371,980000,64519,2,1,
05908371,980000,65275,3,1,
05908371,980000,39944,4,1,
05908371,980000,80351,5,1,
05908372,900000,25107,1,1,
05908372,900000,66473,2,1,
05908372,900000,75450,3,1,
05908372,900000,165248,4,1,
05908372,900000,104247,5,1,
05908372,980000,25107,1,1,
05908372,980000,66473,2,1,
05908372,980000,75450,3,1,
05908372,980000,165248,4,1,
05908372,980000,104247,5,1,
05908381,900000,164000,1,1,
05908381,900000,164000,2,1,
05908381,900000,164000,3,1,
05908381,900000,164000,4,1,
05908381,900000,164000,5,1,
05908381,980000,164000,1,1,
05908381,980000,164000,2,1,
05908381,980000,164000,3,1,
05908381,980000,164000,4,1,
05908381,980000,164000,5,1,
05908382,900000,164000,1,1,
05908382,900000,164000,2,1,
05908382,900000,164000,3,1,
05908382,900000,164000,4,1,
05908382,900000,164000,5,1,
05908382,980000,164000,1,1,
05908382,980000,164000,2,1,
05908382,980000,164000,3,1,
05908382,980000,164000,4,1,
05908382,980000,164000,5,1,
05908411,900030,80940,1,1,
05908411,900030,83520,2,1,
05908411,900030,100200,3,1,
05908411,900030,99168,4,1,
05908411,900030,81468,5,1,
05908411,980000,80940,1,1,
05908411,980000,83520,2,1,
05908411,980000,100200,3,1,
05908411,980000,99168,4,1,
05908411,980000,81468,5,1,
05908412,900030,84240,1,1,
05908412,900030,86328,2,1,
05908412,900030,97596,3,1,
05908412,900030,85404,4,1,
05908412,900030,102312,5,1,
05908412,980000,84240,1,1,
05908412,980000,86328,2,1,
05908412,980000,97596,3,1,
05908412,980000,85404,4,1,
05908412,980000,102312,5,1,
05908451,900000,24108,1,1,
05908451,900000,12119,2,1,
05908451,900000,8726,3,1,
05908451,900000,22940,4,1,
05908451,900000,26225,5,1,
05908451,900150,6900,1,1,
05908451,900150,6900,2,1,
05908451,900150,6900,3,1,
05908451,900150,6900,4,1,
05908451,900150,6900,5,1,
05908451,900210,13000,1,1,
05908451,900210,13000,2,1,
05908451,900210,13000,3,1,
05908451,900210,13000,4,1,
05908451,900210,13000,5,1,
05908451,980000,44008,1,1,
05908451,980000,32019,2,1,
05908451,980000,28626,3,1,
05908451,980000,42840,4,1,
05908451,980000,46125,5,1,
05908452,900000,33956,1,1,
05908452,900000,62061,2,1,
05908452,900000,28762,3,1,
05908452,900000,40101,4,1,
05908452,900000,22551,5,1,
05908452,900150,6900,1,1,
05908452,900150,6900,2,1,
05908452,900150,6900,3,1,
05908452,900150,6900,4,1,
05908452,900150,6900,5,1,
05908452,900210,13000,1,1,
05908452,900210,13000,2,1,
05908452,900210,13000,3,1,
05908452,900210,13000,4,1,
05908452,900210,13000,5,1,
05908452,980000,53856,1,1,
05908452,980000,81961,2,1,
05908452,980000,48662,3,1,
05908452,980000,60001,4,1,
05908452,980000,42451,5,1,
05908481,900000,46396,1,1,
05908481,900000,45856,2,1,
05908481,900000,49778,3,1,
05908481,900000,45204,4,1,
05908481,900000,45325,5,1,
05908481,900180,50,1,1,
05908481,900180,50,2,1,
05908481,900180,50,3,1,
05908481,900180,50,4,1,
05908481,900180,50,5,1,
05908481,980000,46446,1,1,
05908481,980000,45906,2,1,
05908481,980000,49828,3,1,
05908481,980000,45254,4,1,
05908481,980000,45375,5,1,
05908482,900000,40434,1,1,
05908482,900000,43589,2,1,
05908482,900000,45335,3,1,
05908482,900000,47984,4,1,
05908482,900000,46846,5,1,
05908482,900180,50,1,1,
05908482,900180,50,2,1,
05908482,900180,50,3,1,
05908482,900180,50,4,1,
05908482,900180,50,5,1,
05908482,980000,40484,1,1,
05908482,980000,43639,2,1,
05908482,980000,45385,3,1,
05908482,980000,48034,4,1,
05908482,980000,46896,5,1,
05908491,900030,19364,1,1,
05908491,900030,19364,2,1,
05908491,900030,19364,3,1,
05908491,900030,19364,4,1,
05908491,900030,19364,5,1,
05908491,980000,19364,1,1,
05908491,980000,19364,2,1,
05908491,980000,19364,3,1,
05908491,980000,19364,4,1,
05908491,980000,19364,5,1,
05908492,900030,19364,1,1,
05908492,900030,19364,2,1,
05908492,900030,19364,3,1,
05908492,900030,19364,4,1,
05908492,900030,19364,5,1,
05908492,980000,19364,1,1,
05908492,980000,19364,2,1,
05908492,980000,19364,3,1,
05908492,980000,19364,4,1,
05908492,980000,19364,5,1,
05908501,800940,6120,1,1,
05908501,800940,6120,2,1,
05908501,800940,6120,3,1,
05908501,800940,6120,4,1,
05908501,800940,6120,5,1,
05908501,900000,60000,1,1,
05908501,900000,60000,2,1,
05908501,900000,60000,3,1,
05908501,900000,60000,4,1,
05908501,900000,60000,5,1,
05908501,900160,10000,1,1,
05908501,900160,10000,2,1,
05908501,900160,10000,3,1,
05908501,900160,10000,4,1,
05908501,900160,10000,5,1,
05908501,980000,70000,1,1,
05908501,980000,70000,2,1,
05908501,980000,70000,3,1,
05908501,980000,70000,4,1,
05908501,980000,70000,5,1,
05908502,800940,6120,1,1,
05908502,800940,6120,2,1,
05908502,800940,6120,3,1,
05908502,800940,6120,4,1,
05908502,800940,6120,5,1,
05908502,900000,60000,1,1,
05908502,900000,60000,2,1,
05908502,900000,60000,3,1,
05908502,900000,60000,4,1,
05908502,900000,60000,5,1,
05908502,900160,10000,1,1,
05908502,900160,10000,2,1,
05908502,900160,10000,3,1,
05908502,900160,10000,4,1,
05908502,900160,10000,5,1,
05908502,980000,70000,1,1,
05908502,980000,70000,2,1,
05908502,980000,70000,3,1,
05908502,980000,70000,4,1,
05908502,980000,70000,5,1,
05908511,900150,1284,1,1,
05908511,900150,1284,2,1,
05908511,900150,1284,3,1,
05908511,900150,1284,4,1,
05908511,900150,1284,5,1,
05908511,980000,1284,1,1,
05908511,980000,1284,2,1,
05908511,980000,1284,3,1,
05908511,980000,1284,4,1,
05908511,980000,1284,5,1,
05908512,900150,1284,1,1,
05908512,900150,1284,2,1,
05908512,900150,1284,3,1,
05908512,900150,1284,4,1,
05908512,900150,1284,5,1,
05908512,980000,1284,1,1,
05908512,980000,1284,2,1,
05908512,980000,1284,3,1,
05908512,980000,1284,4,1,
05908512,980000,1284,5,1,
05908531,900000,4000,1,1,
05908531,900000,4000,2,1,
05908531,900000,4000,3,1,
05908531,900000,4000,4,1,
05908531,900000,4000,5,1,
05908531,900030,15260,1,1,
05908531,900030,15260,2,1,
05908531,900030,15260,3,1,
05908531,900030,15260,4,1,
05908531,900030,15260,5,1,
05908531,980000,19260,1,1,
05908531,980000,19260,2,1,
05908531,980000,19260,3,1,
05908531,980000,19260,4,1,
05908531,980000,19260,5,1,
05908532,900000,4000,1,1,
05908532,900000,4000,2,1,
05908532,900000,4000,3,1,
05908532,900000,4000,4,1,
05908532,900000,4000,5,1,
05908532,900030,15260,1,1,
05908532,900030,15260,2,1,
05908532,900030,15260,3,1,
05908532,900030,15260,4,1,
05908532,900030,15260,5,1,
05908532,980000,19260,1,1,
05908532,980000,19260,2,1,
05908532,980000,19260,3,1,
05908532,980000,19260,4,1,
05908532,980000,19260,5,1,
05908561,900000,56482,1,1,
05908561,900000,59816,2,1,
05908561,900000,51216,3,1,
05908561,900000,68574,4,1,
05908561,900000,66423,5,1,
05908561,900190,15227,1,1,
05908561,900190,18757,2,1,
05908561,900190,19016,3,1,
05908561,900190,18107,4,1,
05908561,900190,18193,5,1,
05908561,900200,2041,1,1,
05908561,900200,7671,2,1,
05908561,900200,10,3,1,
05908561,900200,6697,4,1,
05908561,900200,29518,5,1,
05908561,980000,73750,1,1,
05908561,980000,86244,2,1,
05908561,980000,70242,3,1,
05908561,980000,93378,4,1,
05908561,980000,114134,5,1,
05908562,900000,59836,1,1,
05908562,900000,58134,2,1,
05908562,900000,57797,3,1,
05908562,900000,61386,4,1,
05908562,900000,64166,5,1,
05908562,900190,15506,1,1,
05908562,900190,16486,2,1,
05908562,900190,16877,3,1,
05908562,900190,15890,4,1,
05908562,900190,18985,5,1,
05908562,900200,634,1,1,
05908562,900200,18968,2,1,
05908562,900200,16,3,1,
05908562,900200,24080,4,1,
05908562,900200,31459,5,1,
05908562,980000,75976,1,1,
05908562,980000,93588,2,1,
05908562,980000,74690,3,1,
05908562,980000,101356,4,1,
05908562,980000,114610,5,1,
05908691,800940,13174,1,1,
05908691,800940,12644,2,1,
05908691,800940,14059,3,1,
05908691,800940,13283,4,1,
05908691,800940,13284,5,1,
05908691,900000,136532,1,1,
05908691,900000,137122,2,1,
05908691,900000,152246,3,1,
05908691,900000,145270,4,1,
05908691,900000,146768,5,1,
05908691,900160,60604,1,1,
05908691,900160,55235,2,1,
05908691,900160,59358,3,1,
05908691,900160,53393,4,1,
05908691,900160,57634,5,1,
05908691,980000,197136,1,1,
05908691,980000,192357,2,1,
05908691,980000,211604,3,1,
05908691,980000,198663,4,1,
05908691,980000,204402,5,1,
05908692,800940,12736,1,1,
05908692,800940,12692,2,1,
05908692,800940,13760,3,1,
05908692,800940,13054,4,1,
05908692,800940,14439,5,1,
05908692,900000,133606,1,1,
05908692,900000,132472,2,1,
05908692,900000,127201,3,1,
